Date,Payment_Method,Trx_id,Account_Product_Level,Product_Name,Sub_Account_Channel_POS_Level,Employee_No,Cashier_Name,POS_number,Total_Excluding_Tax,Tax_Amount,Total_Including_Tax
01-Aug-2025,Credit Card,20250801_100567,51605,Add Ons - Fluid Art - Small Fl,40801,,Manisha,POS7,213.333,10.667,224
01-Aug-2025,Credit Card,20250801_100570,51305,Socks,40801,,Fatima,POS6,19.048,0.952,20
01-Aug-2025,Credit Card,20250801_100570,57321,Adventure Pass,40801,,Fatima,POS6,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100570,57323,Toddler Playland Unlimited,40801,,Fatima,POS6,94.286,4.714,99
01-Aug-2025,Credit Card,20250801_100571,57321,Adventure Pass,40801,,Fatima,POS6,377.143,18.857,396
01-Aug-2025,Credit Card,20250801_100572,57321,Discovery Pass,40801,,Abdelmoula,POS4,287.619,14.381,302
01-Aug-2025,Credit Card,20250801_100573,57052,Card Deposit,40801,,Amal,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100573,57321,Adventure Pass,40801,,Amal,POS3,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100573,57321,Get Tired Playing Combo to Kar,40801,,Amal,POS3,271.181,13.559,284.74
01-Aug-2025,Credit Card,20250801_100573,57322,Karting Combo to Get Tired Pla,40801,,Amal,POS3,108.819,5.441,114.26
01-Aug-2025,Credit Card,20250801_100573,57322,Multiplex Karting - ADULTS,40801,,Amal,POS3,120,6,126
01-Aug-2025,Credit Card,20250801_100573,57322,Multiplex Karting - JUNIOR,40801,,Amal,POS3,80,4,84
01-Aug-2025,Credit Card,20250801_100575,57311,School Add on  - Karting,40801,,Abdelmoula,POS4,76.19,3.81,80
01-Aug-2025,Credit Card,20250801_100576,57311,School Add on  - Karting,40801,,Fatima,POS6,76.19,3.81,80
01-Aug-2025,Credit Card,20250801_100577,51605,Add Ons - Fluid Art - Meduim F,40801,,Manisha,POS7,249.524,12.476,262
01-Aug-2025,Credit Card,20250801_100577,51605,Add Ons - Fluid Art - Small Fl,40801,,Manisha,POS7,106.667,5.333,112
01-Aug-2025,Credit Card,20250801_100578,57321,Discovery Pass Combo to Kartin,40801,,Amal,POS3,241.81,12.09,253.9
01-Aug-2025,Credit Card,20250801_100578,57322,Karting Combo to Discovery Pas,40801,,Amal,POS3,205.81,10.29,216.1
01-Aug-2025,Credit Card,20250801_100579,57321,Discovery Pass,40801,,Abdelmoula,POS4,143.81,7.19,151
01-Aug-2025,Credit Card,20250801_100581,57321,Adventure Pass,40801,,Amal,POS3,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100582,51305,Shoe Rent,40801,,Amal,POS3,14.286,0.714,15
01-Aug-2025,Credit Card,20250801_100582,51305,Socks,40801,,Amal,POS3,9.524,0.476,10
01-Aug-2025,Credit Card,20250801_100583,57321,Thriller Pass,40801,,Abdelmoula,POS4,914.286,45.714,960
01-Aug-2025,Credit Card,20250801_100585,57321,Discovery Pass,40801,,Amal,POS3,143.81,7.19,151
01-Aug-2025,Credit Card,20250801_100586,57162,50 AED Top Up - Redemption,40801,,Abdelmoula,POS4,95.238,4.762,100
01-Aug-2025,Credit Card,20250801_100587,57321,Get Tired Playing Combo to Kar,40801,,Sirjana,POS2,1355.91,67.795,1423.7
01-Aug-2025,Credit Card,20250801_100587,57322,Karting Combo to Get Tired Pla,40801,,Sirjana,POS2,544.095,27.205,571.3
01-Aug-2025,Credit Card,20250801_100588,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100588,57322,Multiplex Karting - ADULTS,40801,,Abdelmoula,POS4,120,6,126
01-Aug-2025,Credit Card,20250801_100588,57322,Multiplex Karting - JUNIOR,40801,,Abdelmoula,POS4,80,4,84
01-Aug-2025,Credit Card,20250801_100589,57052,Card Deposit,40801,,Sirjana,POS2,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100589,57322,Multiplex Karting - ADULTS - D,40801,,Sirjana,POS2,400,20,420
01-Aug-2025,Credit Card,20250801_100589,57322,Multiplex Karting - Dual Drive,40801,,Sirjana,POS2,149.524,7.476,157
01-Aug-2025,Credit Card,20250801_100590,51305,Shoe Rent,40801,,Abdelmoula,POS4,14.286,0.714,15
01-Aug-2025,Credit Card,20250801_100591,51305,Shoe Rent,40801,,Sirjana,POS2,14.286,0.714,15
01-Aug-2025,Credit Card,20250801_100591,57321,Adventure Pass,40801,,Sirjana,POS2,754.286,37.714,792
01-Aug-2025,Credit Card,20250801_100592,57321,Adventure Pass,40801,,Sirjana,POS2,377.143,18.857,396
01-Aug-2025,Credit Card,20250801_100592,57321,Discovery Pass,40801,,Sirjana,POS2,287.619,14.381,302
01-Aug-2025,Credit Card,20250801_100595,57323,Speed Glider,40801,,Abdelmoula,POS4,36.19,1.81,38
01-Aug-2025,Credit Card,20250801_100597,57321,Discovery Pass Combo to Kartin,40801,,Fatima,POS6,241.81,12.09,253.9
01-Aug-2025,Credit Card,20250801_100597,57322,Karting Combo to Discovery Pas,40801,,Fatima,POS6,205.81,10.29,216.1
01-Aug-2025,Credit Card,20250801_100598,51305,Socks,40801,,Abdelmoula,POS4,9.524,0.476,10
01-Aug-2025,Credit Card,20250801_100599,57321,Adventure Pass,40801,,Fatima,POS6,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100601,57322,Multiplex Karting - ADULTS,40801,,Sirjana,POS2,120,6,126
01-Aug-2025,Credit Card,20250801_100602,51605,Add Ons - Fluid Art - Small Fl,40801,,Manisha,POS7,106.667,5.333,112
01-Aug-2025,Credit Card,20250801_100602,51605,Add Ons - Spider Man 20 cms,40801,,Manisha,POS7,83.81,4.19,88
01-Aug-2025,Credit Card,20250801_100603,57321,Discovery Pass,40801,,Sirjana,POS2,431.429,21.571,453
01-Aug-2025,Credit Card,20250801_100604,57321,Adventure Pass,40801,,Amal,POS3,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100604,57321,Get Tired Playing ,40801,,Amal,POS3,897.143,44.857,942
01-Aug-2025,Credit Card,20250801_100605,57322,Multiplex Karting - ADULTS - D,40801,,Glory Mae,POS5,200,10,210
01-Aug-2025,Credit Card,20250801_100607,51305,Shoe Rent,40801,,Glory Mae,POS5,28.571,1.429,30
01-Aug-2025,Credit Card,20250801_100607,51305,Socks,40801,,Glory Mae,POS5,19.048,0.952,20
01-Aug-2025,Credit Card,20250801_100607,57052,Card Deposit,40801,,Glory Mae,POS5,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100607,57321,Fazaa - Get Tired Playing,40801,,Glory Mae,POS5,0,0,0
01-Aug-2025,Credit Card,20250801_100607,57322,Multiplex Karting - ADULTS - D,40801,,Glory Mae,POS5,200,10,210
01-Aug-2025,Credit Card,20250801_100608,57162,Slime Experience - 41AED,40801,,Manisha,POS7,39.048,1.952,41
01-Aug-2025,Credit Card,20250801_100612,57052,Card Deposit,40801,,Glory Mae,POS5,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100612,57322,Multiplex Karting - ADULTS - D,40801,,Glory Mae,POS5,400,20,420
01-Aug-2025,Credit Card,20250801_100612,57322,Multiplex Karting - JUNIOR,40801,,Glory Mae,POS5,80,4,84
01-Aug-2025,Credit Card,20250801_100613,57321,Get Tired Playing ,40801,,Sirjana,POS2,299.048,14.952,314
01-Aug-2025,Credit Card,20250801_100613,57321,Get Tired Playing Combo to Kar,40801,,Sirjana,POS2,271.181,13.559,284.74
01-Aug-2025,Credit Card,20250801_100613,57322,Karting Combo to Get Tired Pla,40801,,Sirjana,POS2,108.819,5.441,114.26
01-Aug-2025,Credit Card,20250801_100615,57052,Card Deposit,40801,,Amal,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100615,57322,Multiplex Karting - ADULTS,40801,,Amal,POS3,360,18,378
01-Aug-2025,Credit Card,20250801_100617,57162,Slime Experience - 41AED,40801,,Manisha,POS7,39.048,1.952,41
01-Aug-2025,Credit Card,20250801_100618,57322,Multiplex Karting - ADULTS - D,40801,,Glory Mae,POS5,200,10,210
01-Aug-2025,Credit Card,20250801_100619,57052,Card Deposit,40801,,Amal,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100619,57322,Multiplex Karting - JUNIOR,40801,,Amal,POS3,160,8,168
01-Aug-2025,Credit Card,20250801_100621,57321,Adventure Pass,40801,,Sirjana,POS2,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100621,57321,Discovery Pass Combo to Kartin,40801,,Sirjana,POS2,241.81,12.09,253.9
01-Aug-2025,Credit Card,20250801_100621,57321,Toddler Pass,40801,,Sirjana,POS2,99.048,4.952,104
01-Aug-2025,Credit Card,20250801_100621,57322,Karting Combo to Discovery Pas,40801,,Sirjana,POS2,205.81,10.29,216.1
01-Aug-2025,Credit Card,20250801_100624,57322,Multiplex Karting - ADULTS,40801,,Glory Mae,POS5,240,12,252
01-Aug-2025,Credit Card,20250801_100625,57321,Adventure Pass,40801,,Amal,POS3,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100627,57321,Discovery Pass,40801,,Glory Mae,POS5,287.619,14.381,302
01-Aug-2025,Credit Card,20250801_100629,51305,Socks,40801,,Amal,POS3,9.524,0.476,10
01-Aug-2025,Credit Card,20250801_100629,57321,Thriller Pass,40801,,Amal,POS3,914.286,45.714,960
01-Aug-2025,Credit Card,20250801_100631,57322,Multiplex Karting - ADULTS,40801,,Amal,POS3,120,6,126
01-Aug-2025,Credit Card,20250801_100631,57322,Multiplex Karting - JUNIOR,40801,,Amal,POS3,80,4,84
01-Aug-2025,Credit Card,20250801_100632,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100632,57322,Multiplex Karting - ADULTS,40801,,Abdelmoula,POS4,120,6,126
01-Aug-2025,Credit Card,20250801_100633,57321,Toddler Pass,40801,,Abdelmoula,POS4,297.143,14.857,312
01-Aug-2025,Credit Card,20250801_100635,57321,Fazaa - Get Tired Playing,40801,,Abdelmoula,POS4,0.001,0,0.001
01-Aug-2025,Credit Card,20250801_100635,57323,Toddler Playland Unlimited,40801,,Abdelmoula,POS4,94.286,4.714,99
01-Aug-2025,Credit Card,20250801_100637,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100637,57322,Multiplex Karting - ADULTS,40801,,Abdelmoula,POS4,240,12,252
01-Aug-2025,Credit Card,20250801_100639,57323,Through the Roof,40801,,Abdelmoula,POS4,29.524,1.476,31
01-Aug-2025,Credit Card,20250801_100639,57323,Valo Jump,40801,,Abdelmoula,POS4,14.286,0.714,15
01-Aug-2025,Credit Card,20250801_100641,51305,Socks,40801,,Amal,POS3,19.048,0.952,20
01-Aug-2025,Credit Card,20250801_100642,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100642,57322,Multiplex Karting - Dual Drive,40801,,Abdelmoula,POS4,149.524,7.476,157
01-Aug-2025,Credit Card,20250801_100643,51305,Socks,40801,,Amal,POS3,9.524,0.476,10
01-Aug-2025,Credit Card,20250801_100644,51305,Shoe Rent,40801,,Abdelmoula,POS4,14.286,0.714,15
01-Aug-2025,Credit Card,20250801_100644,51305,Socks,40801,,Abdelmoula,POS4,9.524,0.476,10
01-Aug-2025,Credit Card,20250801_100644,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100644,57322,Multiplex Karting - JUNIOR,40801,,Abdelmoula,POS4,80,4,84
01-Aug-2025,Credit Card,20250801_100645,57321,Discovery Pass,40801,,Amal,POS3,287.619,14.381,302
01-Aug-2025,Credit Card,20250801_100648,57052,Card Deposit,40801,,Amal,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100648,57322,Multiplex Karting - ADULTS,40801,,Amal,POS3,240,12,252
01-Aug-2025,Credit Card,20250801_100649,57323,Inflatable 20mins - 29 AED,40801,,Abdelmoula,POS4,27.619,1.381,29
01-Aug-2025,Credit Card,20250801_100649,57323,Through the Roof,40801,,Abdelmoula,POS4,29.524,1.476,31
01-Aug-2025,Credit Card,20250801_100650,57162,Slime Experience - 41AED,40801,,Manisha,POS7,78.095,3.905,82
01-Aug-2025,Credit Card,20250801_100651,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100651,57322,Multiplex Karting - ADULTS,40801,,Abdelmoula,POS4,120,6,126
01-Aug-2025,Credit Card,20250801_100652,57052,Card Deposit,40801,,Amal,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100652,57322,Multiplex Karting - ADULTS,40801,,Amal,POS3,240,12,252
01-Aug-2025,Credit Card,20250801_100653,57321,Adventure Pass,40801,,Amal,POS3,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100654,57323,Inflatable 20mins - 29 AED,40801,,Abdelmoula,POS4,27.619,1.381,29
01-Aug-2025,Credit Card,20250801_100655,57321,Adventure Pass,40801,,Amal,POS3,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100656,57162,Slime Experience - 41AED,40801,,Manisha,POS7,39.048,1.952,41
01-Aug-2025,Credit Card,20250801_100657,51305,Shoe Rent,40801,,Abdelmoula,POS4,14.286,0.714,15
01-Aug-2025,Credit Card,20250801_100657,51305,Socks,40801,,Abdelmoula,POS4,9.524,0.476,10
01-Aug-2025,Credit Card,20250801_100657,57321,Adventure Pass,40801,,Abdelmoula,POS4,942.857,47.143,990
01-Aug-2025,Credit Card,20250801_100658,57052,Card Deposit,40801,,Amal,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100658,57322,Multiplex Karting - ADULTS,40801,,Amal,POS3,240,12,252
01-Aug-2025,Credit Card,20250801_100659,57162,Slime Experience - 41AED,40801,,Manisha,POS7,78.095,3.905,82
01-Aug-2025,Credit Card,20250801_100661,51305,Shoe Rent,40801,,Abdelmoula,POS4,28.571,1.429,30
01-Aug-2025,Credit Card,20250801_100661,51305,Socks,40801,,Abdelmoula,POS4,28.571,1.429,30
01-Aug-2025,Credit Card,20250801_100661,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100661,57322,Multiplex Karting - ADULTS,40801,,Abdelmoula,POS4,360,18,378
01-Aug-2025,Credit Card,20250801_100661,57323,Toddler Playland Unlimited,40801,,Abdelmoula,POS4,94.286,4.714,99
01-Aug-2025,Credit Card,20250801_100662,57052,Card Deposit,40801,,Amal,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100662,57322,Multiplex Karting - JUNIOR,40801,,Amal,POS3,160,8,168
01-Aug-2025,Credit Card,20250801_100663,57323,Toddler Playland Unlimited,40801,,Abdelmoula,POS4,94.286,4.714,99
01-Aug-2025,Credit Card,20250801_100664,57323,Carousel,40801,,Abdelmoula,POS4,20,1,21
01-Aug-2025,Credit Card,20250801_100665,51305,Shoe Rent,40801,,Amal,POS3,14.286,0.714,15
01-Aug-2025,Credit Card,20250801_100666,57323,Carousel,40801,,Sirjana,POS5,20,1,21
01-Aug-2025,Credit Card,20250801_100668,57162,Slime Experience - 41AED,40801,,Manisha,POS7,39.048,1.952,41
01-Aug-2025,Credit Card,20250801_100669,57162,Slime Experience - 41AED,40801,,Manisha,POS7,117.143,5.857,123
01-Aug-2025,Credit Card,20250801_100670,57052,Card Deposit,40801,,Sirjana,POS2,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100670,57322,Multiplex Karting - ADULTS - D,40801,,Sirjana,POS2,400,20,420
01-Aug-2025,Credit Card,20250801_100671,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100671,57322,Multiplex Karting - Dual Drive,40801,,Abdelmoula,POS4,149.524,7.476,157
01-Aug-2025,Credit Card,20250801_100672,57321,Adventure Pass,40801,,Abdelmoula,POS4,377.143,18.857,396
01-Aug-2025,Credit Card,20250801_100673,51305,Socks,40801,,Abdelmoula,POS4,9.524,0.476,10
01-Aug-2025,Credit Card,20250801_100673,57321,Adventure Pass,40801,,Abdelmoula,POS4,188.571,9.429,198
01-Aug-2025,Credit Card,20250801_100674,35204,F&B Trax - 35AED,40801,,Sirjana,POS5,100,5,105
01-Aug-2025,Credit Card,20250801_100674,57321,Discovery Pass 20% corporate,40801,,Sirjana,POS5,322.857,16.143,339
01-Aug-2025,Credit Card,20250801_100676,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100676,57322,Multiplex Karting - ADULTS,40801,,Abdelmoula,POS4,240,12,252
01-Aug-2025,Credit Card,20250801_100678,57052,Card Deposit,40801,,Sirjana,POS5,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100678,57162,100 Credit Top Up - Redemption,40801,,Sirjana,POS5,95.238,4.762,100
01-Aug-2025,Credit Card,20250801_100678,57321,Discovery Pass,40801,,Sirjana,POS5,143.81,7.19,151
01-Aug-2025,Credit Card,20250801_100679,57052,Card Deposit,40801,,Sirjana,POS5,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100679,57322,Multiplex Karting - ADULTS,40801,,Sirjana,POS5,240,12,252
01-Aug-2025,Credit Card,20250801_100680,57052,Card Deposit,40801,,Abdelmoula,POS4,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100680,57162,100 Credit Top Up - Redemption,40801,,Abdelmoula,POS4,95.238,4.762,100
01-Aug-2025,Credit Card,20250801_100681,51305,Shoe Rent,40801,,Sirjana,POS5,14.286,0.714,15
01-Aug-2025,Credit Card,20250801_100682,57321,Discovery Pass,40801,,Sirjana,POS5,143.81,7.19,151
01-Aug-2025,Credit Card,20250801_100683,57162,50 AED Top Up - Redemption,40801,,Sirjana,POS5,47.619,2.381,50
01-Aug-2025,Credit Card,20250801_100684,57321,Discovery Pass Combo to Kartin,40801,,Abdelmoula,POS4,120.905,6.045,126.95
01-Aug-2025,Credit Card,20250801_100684,57322,Karting Combo to Discovery Pas,40801,,Abdelmoula,POS4,102.905,5.145,108.05
01-Aug-2025,Credit Card,20250801_100685,57162,50 AED Top Up - Redemption,40801,,Sirjana,POS5,47.619,2.381,50
01-Aug-2025,Credit Card,20250801_100686,57321,Discovery Pass,40801,,Sirjana,POS5,287.619,14.381,302
01-Aug-2025,Credit Card,20250801_100687,57321,Discovery Pass Combo to Kartin,40801,,Abdelmoula,POS4,120.905,6.045,126.95
01-Aug-2025,Credit Card,20250801_100687,57321,Discovery Pass,40801,,Abdelmoula,POS4,287.619,14.381,302
01-Aug-2025,Credit Card,20250801_100687,57322,Karting Combo to Discovery Pas,40801,,Abdelmoula,POS4,102.905,5.145,108.05
01-Aug-2025,Credit Card,20250801_100688,51305,Socks,40801,,Sirjana,POS2,9.524,0.476,10
01-Aug-2025,Credit Card,20250801_100688,57321,Discovery Pass,40801,,Sirjana,POS2,287.619,14.381,302
01-Aug-2025,Credit Card,20250801_100689,57052,Card Deposit,40801,,Sirjana,POS2,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100689,57321,Discovery Pass Combo to Kartin,40801,,Sirjana,POS2,241.81,12.09,253.9
01-Aug-2025,Credit Card,20250801_100689,57322,Karting Combo to Discovery Pas,40801,,Sirjana,POS2,205.81,10.29,216.1
01-Aug-2025,Credit Card,20250801_100689,57322,Multiplex Karting - ADULTS,40801,,Sirjana,POS2,120,6,126
01-Aug-2025,Credit Card,20250801_100690,51305,Shoe Rent,40801,,Sirjana,POS2,42.857,2.143,45
01-Aug-2025,Credit Card,20250801_100690,51305,Socks,40801,,Sirjana,POS2,28.571,1.429,30
01-Aug-2025,Credit Card,20250801_100690,57321,Discovery Pass,40801,,Sirjana,POS2,431.429,21.571,453
01-Aug-2025,Credit Card,20250801_100691,57322,Multiplex Karting - JUNIOR,40801,,Sirjana,POS2,160,8,168
01-Aug-2025,Credit Card,20250801_100694,57052,Card Deposit,40801,,Jennilyn,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100694,57162,50 AED Top Up - Redemption,40801,,Jennilyn,POS3,47.619,2.381,50
01-Aug-2025,Credit Card,20250801_100695,57052,Card Deposit,40801,,Jennilyn,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100695,57162,50 AED Top Up - Redemption,40801,,Jennilyn,POS3,47.619,2.381,50
01-Aug-2025,Credit Card,20250801_100695,57323,Through the Roof,40801,,Jennilyn,POS3,59.048,2.952,62
01-Aug-2025,Credit Card,20250801_100696,57052,Card Deposit,40801,,Jennilyn,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100696,57322,Multiplex Karting - ADULTS,40801,,Jennilyn,POS3,360,18,378
01-Aug-2025,Credit Card,20250801_100697,57052,Card Deposit,40801,,Jennilyn,POS3,4.762,0.238,5
01-Aug-2025,Credit Card,20250801_100697,57322,Multiplex Karting - ADULTS,40801,,Jennilyn,POS3,240,12,252
01-Aug-2025,Credit Card,20250801_100698,57162,100 Credit Top Up - Redemption,40801,,Jennilyn,POS3,95.238,4.762,100
01-Aug-2025,Credit Card,20250801_100699,51305,Shoe Rent,40801,,Jennilyn,POS3,28.571,1.429,30
01-Aug-2025,Credit Card,20250801_100699,51305,Socks,40801,,Jennilyn,POS3,19.048,0.952,20
01-Aug-2025,Online Pay,20250801_100638,57321,Adventure Pass,40802, ,External POS,online,537.143,26.857,564
02-Aug-2025,,20250802_100711,57321,Fazaa - Get Tired Playing,40801,,Glory Mae,POS4,0,0,0
02-Aug-2025,,20250802_100725,57321,Fazaa - Get Tired Playing,40801,,Abdelmoula,POS3,0,0,0
02-Aug-2025,,20250802_100727,57321,Fazaa - Get Tired Playing,40801,,Fatima,POS6,0,0,0
02-Aug-2025,,20250802_100728,57321,Fazaa - Get Tired Playing,40801,,Abdelmoula,POS3,0,0,0
02-Aug-2025,,20250802_100729,57321,Fazaa - Get Tired Playing,40801,,Fatima,POS6,0,0,0
